,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额,累计涨幅
0,2002-01-04,'000300,沪深300,1316.46,1316.46,1316.46,1316.46,None,None,None,0,0.0,
1,2002-01-07,'000300,沪深300,1302.08,1302.08,1302.08,1302.08,1316.46,-14.38,-1.0923,0,0.0,
2,2002-01-08,'000300,沪深300,1292.71,1292.71,1292.71,1292.71,1302.08,-9.37,-0.7196,0,0.0,
3,2002-01-09,'000300,沪深300,1272.65,1272.65,1272.65,1272.65,1292.71,-20.06,-1.5518,0,0.0,
4,2002-01-10,'000300,沪深300,1281.26,1281.26,1281.26,1281.26,1272.65,8.61,0.6765,0,0.0,
5,2002-01-11,'000300,沪深300,1249.81,1249.81,1249.81,1249.81,1281.26,-31.45,-2.4546,0,0.0,
6,2002-01-14,'000300,沪深300,1205.15,1205.15,1205.15,1205.15,1249.81,-44.66,-3.5733,0,0.0,
7,2002-01-15,'000300,沪深300,1186.43,1186.43,1186.43,1186.43,1205.15,-18.72,-1.5533,0,0.0,
8,2002-01-16,'000300,沪深300,1201.88,1201.88,1201.88,1201.88,1186.43,15.45,1.3022,0,0.0,
9,2002-01-17,'000300,沪深300,1152.15,1152.15,1152.15,1152.15,1201.88,-49.73,-4.1377,0,0.0,
10,2002-01-18,'000300,沪深300,1149.48,1149.48,1149.48,1149.48,1152.15,-2.67,-0.2317,0,0.0,
11,2002-01-21,'000300,沪深300,1108.61,1108.61,1108.61,1108.61,1149.48,-40.87,-3.5555,0,0.0,
12,2002-01-22,'000300,沪深300,1109.99,1109.99,1109.99,1109.99,1108.61,1.38,0.1245,0,0.0,
13,2002-01-23,'000300,沪深300,1183.15,1183.15,1183.15,1183.15,1109.99,73.16,6.5911,0,0.0,
14,2002-01-24,'000300,沪深300,1189.58,1189.58,1189.58,1189.58,1183.15,6.43,0.5435,0,0.0,
15,2002-01-25,'000300,沪深300,1189.43,1189.43,1189.43,1189.43,1189.58,-0.15,-0.0126,0,0.0,
16,2002-01-28,'000300,沪深300,1112.83,1112.83,1112.83,1112.83,1189.43,-76.6,-6.4401,0,0.0,
17,2002-01-29,'000300,沪深300,1140.38,1140.38,1140.38,1140.38,1112.83,27.55,2.4757,0,0.0,
18,2002-01-30,'000300,沪深300,1145.86,1145.86,1145.86,1145.86,1140.38,5.48,0.4805,0,0.0,
19,2002-01-31,'000300,沪深300,1221.76,1221.76,1221.76,1221.76,1145.86,75.9,6.6238,0,0.0,
20,2002-02-01,'000300,沪深300,1215.74,1215.74,1215.74,1215.74,1221.76,-6.02,-0.4927,0,0.0,
21,2002-02-04,'000300,沪深300,1236.97,1236.97,1236.97,1236.97,1215.74,21.23,1.7463,0,0.0,
22,2002-02-05,'000300,沪深300,1246.84,1246.84,1246.84,1246.84,1236.97,9.87,0.7979,0,0.0,
23,2002-02-06,'000300,沪深300,1216.79,1216.79,1216.79,1216.79,1246.84,-30.05,-2.4101,0,0.0,
24,2002-02-07,'000300,沪深300,1241.02,1241.02,1241.02,1241.02,1216.79,24.23,1.9913,0,0.0,
25,2002-02-08,'000300,沪深300,1235.09,1235.09,1235.09,1235.09,1241.02,-5.93,-0.4778,0,0.0,
26,2002-02-25,'000300,沪深300,1254.61,1254.61,1254.61,1254.61,1235.09,19.52,1.5805,0,0.0,
27,2002-02-26,'000300,沪深300,1253.12,1253.12,1253.12,1253.12,1254.61,-1.49,-0.1188,0,0.0,
28,2002-02-27,'000300,沪深300,1256.0,1256.0,1256.0,1256.0,1253.12,2.88,0.2298,0,0.0,
29,2002-02-28,'000300,沪深300,1244.6,1244.6,1244.6,1244.6,1256,-11.4,-0.9076,0,0.0,
30,2002-03-01,'000300,沪深300,1227.23,1227.23,1227.23,1227.23,1244.6,-17.37,-1.3956,0,0.0,
31,2002-03-04,'000300,沪深300,1245.87,1245.87,1245.87,1245.87,1227.23,18.64,1.5189,0,0.0,
32,2002-03-05,'000300,沪深300,1275.61,1275.61,1275.61,1275.61,1245.87,29.74,2.3871,0,0.0,
33,2002-03-06,'000300,沪深300,1288.44,1288.44,1288.44,1288.44,1275.61,12.83,1.0058,0,0.0,
34,2002-03-07,'000300,沪深300,1328.39,1328.39,1328.39,1328.39,1288.44,39.95,3.1006,0,0.0,
35,2002-03-08,'000300,沪深300,1351.85,1351.85,1351.85,1351.85,1328.39,23.46,1.766,0,0.0,
36,2002-03-11,'000300,沪深300,1377.04,1377.04,1377.04,1377.04,1351.85,25.19,1.8634,0,0.0,
37,2002-03-12,'000300,沪深300,1362.4,1362.4,1362.4,1362.4,1377.04,-14.64,-1.0631,0,0.0,
38,2002-03-13,'000300,沪深300,1343.14,1343.14,1343.14,1343.14,1362.4,-19.26,-1.4137,0,0.0,
39,2002-03-14,'000300,沪深300,1376.33,1376.33,1376.33,1376.33,1343.14,33.19,2.4711,0,0.0,
40,2002-03-15,'000300,沪深300,1338.7,1338.7,1338.7,1338.7,1376.33,-37.63,-2.7341,0,0.0,
41,2002-03-18,'000300,沪深300,1341.91,1341.91,1341.91,1341.91,1338.7,3.21,0.2398,0,0.0,
42,2002-03-19,'000300,沪深300,1368.38,1368.38,1368.38,1368.38,1341.91,26.47,1.9726,0,0.0,
43,2002-03-20,'000300,沪深300,1382.42,1382.42,1382.42,1382.42,1368.38,14.04,1.026,0,0.0,
44,2002-03-21,'000300,沪深300,1385.79,1385.79,1385.79,1385.79,1382.42,3.37,0.2438,0,0.0,
45,2002-03-22,'000300,沪深300,1369.9,1369.9,1369.9,1369.9,1385.79,-15.89,-1.1466,0,0.0,
46,2002-03-25,'000300,沪深300,1373.01,1373.01,1373.01,1373.01,1369.9,3.11,0.227,0,0.0,
47,2002-03-26,'000300,沪深300,1350.01,1350.01,1350.01,1350.01,1373.01,-23,-1.6752,0,0.0,
48,2002-03-27,'000300,沪深300,1354.1,1354.1,1354.1,1354.1,1350.01,4.09,0.303,0,0.0,
49,2002-03-28,'000300,沪深300,1352.53,1352.53,1352.53,1352.53,1354.1,-1.57,-0.1159,0,0.0,
50,2002-03-29,'000300,沪深300,1313.47,1313.47,1313.47,1313.47,1352.53,-39.06,-2.8879,0,0.0,
51,2002-04-01,'000300,沪深300,1317.58,1317.58,1317.58,1317.58,1313.47,4.11,0.3129,0,0.0,
52,2002-04-02,'000300,沪深300,1296.57,1296.57,1296.57,1296.57,1317.58,-21.01,-1.5946,0,0.0,
53,2002-04-03,'000300,沪深300,1302.25,1302.25,1302.25,1302.25,1296.57,5.68,0.4381,0,0.0,
54,2002-04-04,'000300,沪深300,1337.73,1337.73,1337.73,1337.73,1302.25,35.48,2.7245,0,0.0,
55,2002-04-05,'000300,沪深300,1332.2,1332.2,1332.2,1332.2,1337.73,-5.53,-0.4134,0,0.0,
56,2002-04-08,'000300,沪深300,1333.71,1333.71,1333.71,1333.71,1332.2,1.51,0.1133,0,0.0,
57,2002-04-09,'000300,沪深300,1357.74,1357.74,1357.74,1357.74,1333.71,24.03,1.8017,0,0.0,
58,2002-04-10,'000300,沪深300,1366.72,1366.72,1366.72,1366.72,1357.74,8.98,0.6614,0,0.0,
59,2002-04-11,'000300,沪深300,1344.73,1344.73,1344.73,1344.73,1366.72,-21.99,-1.609,0,0.0,
60,2002-04-12,'000300,沪深300,1350.69,1350.69,1350.69,1350.69,1344.73,5.96,0.4432,0,0.0,
61,2002-04-15,'000300,沪深300,1344.58,1344.58,1344.58,1344.58,1350.69,-6.11,-0.4524,0,0.0,
62,2002-04-16,'000300,沪深300,1341.5,1341.5,1341.5,1341.5,1344.58,-3.08,-0.2291,0,0.0,
63,2002-04-17,'000300,沪深300,1341.77,1341.77,1341.77,1341.77,1341.5,0.27,0.0201,0,0.0,
64,2002-04-18,'000300,沪深300,1326.55,1326.55,1326.55,1326.55,1341.77,-15.22,-1.1343,0,0.0,
65,2002-04-19,'000300,沪深300,1330.64,1330.64,1330.64,1330.64,1326.55,4.09,0.3083,0,0.0,
66,2002-04-22,'000300,沪深300,1324.87,1324.87,1324.87,1324.87,1330.64,-5.77,-0.4336,0,0.0,
67,2002-04-23,'000300,沪深300,1318.66,1318.66,1318.66,1318.66,1324.87,-6.21,-0.4687,0,0.0,
68,2002-04-24,'000300,沪深300,1309.73,1309.73,1309.73,1309.73,1318.66,-8.93,-0.6772,0,0.0,
69,2002-04-25,'000300,沪深300,1312.48,1312.48,1312.48,1312.48,1309.73,2.75,0.21,0,0.0,
70,2002-04-26,'000300,沪深300,1331.71,1331.71,1331.71,1331.71,1312.48,19.23,1.4652,0,0.0,
71,2002-04-29,'000300,沪深300,1349.79,1349.79,1349.79,1349.79,1331.71,18.08,1.3577,0,0.0,
72,2002-04-30,'000300,沪深300,1353.61,1353.61,1353.61,1353.61,1349.79,3.82,0.283,0,0.0,
73,2002-05-08,'000300,沪深300,1342.29,1342.29,1342.29,1342.29,1353.61,-11.32,-0.8363,0,0.0,
74,2002-05-09,'000300,沪深300,1344.78,1344.78,1344.78,1344.78,1342.29,2.49,0.1855,0,0.0,
75,2002-05-10,'000300,沪深300,1335.45,1335.45,1335.45,1335.45,1344.78,-9.33,-0.6938,0,0.0,
76,2002-05-13,'000300,沪深300,1319.81,1319.81,1319.81,1319.81,1335.45,-15.64,-1.1711,0,0.0,
77,2002-05-14,'000300,沪深300,1311.68,1311.68,1311.68,1311.68,1319.81,-8.13,-0.616,0,0.0,
78,2002-05-15,'000300,沪深300,1300.12,1300.12,1300.12,1300.12,1311.68,-11.56,-0.8813,0,0.0,
79,2002-05-16,'000300,沪深300,1261.52,1261.52,1261.52,1261.52,1300.12,-38.6,-2.969,0,0.0,
80,2002-05-17,'000300,沪深300,1277.24,1277.24,1277.24,1277.24,1261.52,15.72,1.2461,0,0.0,
81,2002-05-20,'000300,沪深300,1258.83,1258.83,1258.83,1258.83,1277.24,-18.41,-1.4414,0,0.0,
82,2002-05-21,'000300,沪深300,1298.88,1298.88,1298.88,1298.88,1258.83,40.05,3.1815,0,0.0,
83,2002-05-22,'000300,沪深300,1280.16,1280.16,1280.16,1280.16,1298.88,-18.72,-1.4412,0,0.0,
84,2002-05-23,'000300,沪深300,1284.84,1284.84,1284.84,1284.84,1280.16,4.68,0.3656,0,0.0,
85,2002-05-24,'000300,沪深300,1265.97,1265.97,1265.97,1265.97,1284.84,-18.87,-1.4687,0,0.0,
86,2002-05-27,'000300,沪深300,1270.34,1270.34,1270.34,1270.34,1265.97,4.37,0.3452,0,0.0,
87,2002-05-28,'000300,沪深300,1270.38,1270.38,1270.38,1270.38,1270.34,0.04,0.0031,0,0.0,
88,2002-05-29,'000300,沪深300,1246.02,1246.02,1246.02,1246.02,1270.38,-24.36,-1.9175,0,0.0,
89,2002-05-30,'000300,沪深300,1245.89,1245.89,1245.89,1245.89,1246.02,-0.13,-0.0104,0,0.0,
90,2002-05-31,'000300,沪深300,1238.58,1238.58,1238.58,1238.58,1245.89,-7.31,-0.5867,0,0.0,
91,2002-06-03,'000300,沪深300,1213.39,1213.39,1213.39,1213.39,1238.58,-25.19,-2.0338,0,0.0,
92,2002-06-04,'000300,沪深300,1219.52,1219.52,1219.52,1219.52,1213.39,6.13,0.5052,0,0.0,
93,2002-06-05,'000300,沪深300,1196.62,1196.62,1196.62,1196.62,1219.52,-22.9,-1.8778,0,0.0,
94,2002-06-06,'000300,沪深300,1245.61,1245.61,1245.61,1245.61,1196.62,48.99,4.094,0,0.0,
95,2002-06-07,'000300,沪深300,1252.51,1252.51,1252.51,1252.51,1245.61,6.9,0.5539,0,0.0,
96,2002-06-10,'000300,沪深300,1243.74,1243.74,1243.74,1243.74,1252.51,-8.77,-0.7002,0,0.0,
97,2002-06-11,'000300,沪深300,1252.85,1252.85,1252.85,1252.85,1243.74,9.11,0.7325,0,0.0,
98,2002-06-12,'000300,沪深300,1246.84,1246.84,1246.84,1246.84,1252.85,-6.01,-0.4797,0,0.0,
99,2002-06-13,'000300,沪深300,1235.57,1235.57,1235.57,1235.57,1246.84,-11.27,-0.9039,0,0.0,
100,2002-06-14,'000300,沪深300,1222.12,1222.12,1222.12,1222.12,1235.57,-13.45,-1.0886,0,0.0,
101,2002-06-17,'000300,沪深300,1224.65,1224.65,1224.65,1224.65,1222.12,2.53,0.207,0,0.0,
102,2002-06-18,'000300,沪深300,1248.84,1248.84,1248.84,1248.84,1224.65,24.19,1.9753,0,0.0,
103,2002-06-19,'000300,沪深300,1236.05,1236.05,1236.05,1236.05,1248.84,-12.79,-1.0242,0,0.0,
104,2002-06-20,'000300,沪深300,1245.08,1245.08,1245.08,1245.08,1236.05,9.03,0.7306,0,0.0,
105,2002-06-21,'000300,沪深300,1288.52,1288.52,1288.52,1288.52,1245.08,43.44,3.4889,0,0.0,
106,2002-06-24,'000300,沪深300,1409.51,1409.51,1409.51,1409.51,1288.52,120.99,9.3898,0,0.0,
107,2002-06-25,'000300,沪深300,1409.23,1409.23,1409.23,1409.23,1409.51,-0.28,-0.0199,0,0.0,
108,2002-06-26,'000300,沪深300,1417.31,1417.31,1417.31,1417.31,1409.23,8.08,0.5734,0,0.0,
109,2002-06-27,'000300,沪深300,1422.51,1422.51,1422.51,1422.51,1417.31,5.2,0.3669,0,0.0,
110,2002-06-28,'000300,沪深300,1431.18,1431.18,1431.18,1431.18,1422.51,8.67,0.6095,0,0.0,
111,2002-07-01,'000300,沪深300,1415.33,1415.33,1415.33,1415.33,1431.18,-15.85,-1.1075,0,0.0,
112,2002-07-02,'000300,沪深300,1425.81,1425.81,1425.81,1425.81,1415.33,10.48,0.7405,0,0.0,
113,2002-07-03,'000300,沪深300,1427.39,1427.39,1427.39,1427.39,1425.81,1.58,0.1108,0,0.0,
114,2002-07-04,'000300,沪深300,1412.62,1412.62,1412.62,1412.62,1427.39,-14.77,-1.0348,0,0.0,
115,2002-07-05,'000300,沪深300,1415.4,1415.4,1415.4,1415.4,1412.62,2.78,0.1968,0,0.0,
116,2002-07-08,'000300,沪深300,1423.7,1423.7,1423.7,1423.7,1415.4,8.3,0.5864,0,0.0,
117,2002-07-09,'000300,沪深300,1419.47,1419.47,1419.47,1419.47,1423.7,-4.23,-0.2971,0,0.0,
118,2002-07-10,'000300,沪深300,1392.9,1392.9,1392.9,1392.9,1419.47,-26.57,-1.8718,0,0.0,
119,2002-07-11,'000300,沪深300,1390.93,1390.93,1390.93,1390.93,1392.9,-1.97,-0.1414,0,0.0,
120,2002-07-12,'000300,沪深300,1389.45,1389.45,1389.45,1389.45,1390.93,-1.48,-0.1064,0,0.0,
121,2002-07-15,'000300,沪深300,1379.38,1379.38,1379.38,1379.38,1389.45,-10.07,-0.7247,0,0.0,
122,2002-07-16,'000300,沪深300,1382.41,1382.41,1382.41,1382.41,1379.38,3.03,0.2197,0,0.0,
123,2002-07-17,'000300,沪深300,1393.02,1393.02,1393.02,1393.02,1382.41,10.61,0.7675,0,0.0,
124,2002-07-18,'000300,沪深300,1397.41,1397.41,1397.41,1397.41,1393.02,4.39,0.3151,0,0.0,
125,2002-07-19,'000300,沪深300,1403.25,1403.25,1403.25,1403.25,1397.41,5.84,0.4179,0,0.0,
126,2002-07-22,'000300,沪深300,1380.28,1380.28,1380.28,1380.28,1403.25,-22.97,-1.6369,0,0.0,
127,2002-07-23,'000300,沪深300,1375.61,1375.61,1375.61,1375.61,1380.28,-4.67,-0.3383,0,0.0,
128,2002-07-24,'000300,沪深300,1372.89,1372.89,1372.89,1372.89,1375.61,-2.72,-0.1977,0,0.0,
129,2002-07-25,'000300,沪深300,1365.0,1365.0,1365.0,1365.0,1372.89,-7.89,-0.5747,0,0.0,
130,2002-07-26,'000300,沪深300,1361.41,1361.41,1361.41,1361.41,1365,-3.59,-0.263,0,0.0,
131,2002-07-29,'000300,沪深300,1368.8,1368.8,1368.8,1368.8,1361.41,7.39,0.5428,0,0.0,
132,2002-07-30,'000300,沪深300,1371.91,1371.91,1371.91,1371.91,1368.8,3.11,0.2272,0,0.0,
133,2002-07-31,'000300,沪深300,1358.16,1358.16,1358.16,1358.16,1371.91,-13.75,-1.0023,0,0.0,
134,2002-08-01,'000300,沪深300,1355.3,1355.3,1355.3,1355.3,1358.16,-2.86,-0.2106,0,0.0,
135,2002-08-02,'000300,沪深300,1359.99,1359.99,1359.99,1359.99,1355.3,4.69,0.346,0,0.0,
136,2002-08-05,'000300,沪深300,1353.48,1353.48,1353.48,1353.48,1359.99,-6.51,-0.4787,0,0.0,
137,2002-08-06,'000300,沪深300,1368.99,1368.99,1368.99,1368.99,1353.48,15.51,1.1459,0,0.0,
138,2002-08-07,'000300,沪深300,1366.8,1366.8,1366.8,1366.8,1368.99,-2.19,-0.16,0,0.0,
139,2002-08-08,'000300,沪深300,1359.68,1359.68,1359.68,1359.68,1366.8,-7.12,-0.5209,0,0.0,
140,2002-08-09,'000300,沪深300,1350.31,1350.31,1350.31,1350.31,1359.68,-9.37,-0.6891,0,0.0,
141,2002-08-12,'000300,沪深300,1340.22,1340.22,1340.22,1340.22,1350.31,-10.09,-0.7472,0,0.0,
142,2002-08-13,'000300,沪深300,1342.36,1342.36,1342.36,1342.36,1340.22,2.14,0.1597,0,0.0,
143,2002-08-14,'000300,沪深300,1351.51,1351.51,1351.51,1351.51,1342.36,9.15,0.6816,0,0.0,
144,2002-08-15,'000300,沪深300,1340.97,1340.97,1340.97,1340.97,1351.51,-10.54,-0.7799,0,0.0,
145,2002-08-16,'000300,沪深300,1349.62,1349.62,1349.62,1349.62,1340.97,8.65,0.6451,0,0.0,
146,2002-08-19,'000300,沪深300,1347.16,1347.16,1347.16,1347.16,1349.62,-2.46,-0.1823,0,0.0,
147,2002-08-20,'000300,沪深300,1370.05,1370.05,1370.05,1370.05,1347.16,22.89,1.6991,0,0.0,
148,2002-08-21,'000300,沪深300,1370.96,1370.96,1370.96,1370.96,1370.05,0.91,0.0664,0,0.0,
149,2002-08-22,'000300,沪深300,1381.55,1381.55,1381.55,1381.55,1370.96,10.59,0.7725,0,0.0,
150,2002-08-23,'000300,沪深300,1379.42,1379.42,1379.42,1379.42,1381.55,-2.13,-0.1542,0,0.0,
151,2002-08-26,'000300,沪深300,1366.18,1366.18,1366.18,1366.18,1379.42,-13.24,-0.9598,0,0.0,
152,2002-08-27,'000300,沪深300,1369.76,1369.76,1369.76,1369.76,1366.18,3.58,0.262,0,0.0,
153,2002-08-28,'000300,沪深300,1368.4,1368.4,1368.4,1368.4,1369.76,-1.36,-0.0993,0,0.0,
154,2002-08-29,'000300,沪深300,1362.67,1362.67,1362.67,1362.67,1368.4,-5.73,-0.4187,0,0.0,
155,2002-08-30,'000300,沪深300,1361.3,1361.3,1361.3,1361.3,1362.67,-1.37,-0.1005,0,0.0,
156,2002-09-02,'000300,沪深300,1362.15,1362.15,1362.15,1362.15,1361.3,0.85,0.0624,0,0.0,
157,2002-09-03,'000300,沪深300,1366.71,1366.71,1366.71,1366.71,1362.15,4.56,0.3348,0,0.0,
158,2002-09-04,'000300,沪深300,1358.78,1358.78,1358.78,1358.78,1366.71,-7.93,-0.5802,0,0.0,
159,2002-09-05,'000300,沪深300,1341.47,1341.47,1341.47,1341.47,1358.78,-17.31,-1.2739,0,0.0,
160,2002-09-06,'000300,沪深300,1334.34,1334.34,1334.34,1334.34,1341.47,-7.13,-0.5315,0,0.0,
161,2002-09-09,'000300,沪深300,1323.13,1323.13,1323.13,1323.13,1334.34,-11.21,-0.8401,0,0.0,
162,2002-09-10,'000300,沪深300,1324.21,1324.21,1324.21,1324.21,1323.13,1.08,0.0816,0,0.0,
163,2002-09-11,'000300,沪深300,1319.03,1319.03,1319.03,1319.03,1324.21,-5.18,-0.3912,0,0.0,
164,2002-09-12,'000300,沪深300,1322.23,1322.23,1322.23,1322.23,1319.03,3.2,0.2426,0,0.0,
165,2002-09-13,'000300,沪深300,1321.81,1321.81,1321.81,1321.81,1322.23,-0.42,-0.0318,0,0.0,
166,2002-09-16,'000300,沪深300,1302.62,1302.62,1302.62,1302.62,1321.81,-19.19,-1.4518,0,0.0,
167,2002-09-17,'000300,沪深300,1304.38,1304.38,1304.38,1304.38,1302.62,1.76,0.1351,0,0.0,
168,2002-09-18,'000300,沪深300,1295.56,1295.56,1295.56,1295.56,1304.38,-8.82,-0.6762,0,0.0,
169,2002-09-19,'000300,沪深300,1319.82,1319.82,1319.82,1319.82,1295.56,24.26,1.8725,0,0.0,
170,2002-09-20,'000300,沪深300,1305.75,1305.75,1305.75,1305.75,1319.82,-14.07,-1.0661,0,0.0,
171,2002-09-23,'000300,沪深300,1304.92,1304.92,1304.92,1304.92,1305.75,-0.83,-0.0636,0,0.0,
172,2002-09-24,'000300,沪深300,1299.19,1299.19,1299.19,1299.19,1304.92,-5.73,-0.4391,0,0.0,
173,2002-09-25,'000300,沪深300,1299.52,1299.52,1299.52,1299.52,1299.19,0.33,0.0254,0,0.0,
174,2002-09-26,'000300,沪深300,1291.38,1291.38,1291.38,1291.38,1299.52,-8.14,-0.6264,0,0.0,
175,2002-09-27,'000300,沪深300,1285.65,1285.65,1285.65,1285.65,1291.38,-5.73,-0.4437,0,0.0,
176,2002-10-08,'000300,沪深300,1272.94,1272.94,1272.94,1272.94,1285.65,-12.71,-0.9886,0,0.0,
177,2002-10-09,'000300,沪深300,1247.53,1247.53,1247.53,1247.53,1272.94,-25.41,-1.9962,0,0.0,
178,2002-10-10,'000300,沪深300,1241.55,1241.55,1241.55,1241.55,1247.53,-5.98,-0.4793,0,0.0,
179,2002-10-11,'000300,沪深300,1237.14,1237.14,1237.14,1237.14,1241.55,-4.41,-0.3552,0,0.0,
180,2002-10-14,'000300,沪深300,1243.74,1243.74,1243.74,1243.74,1237.14,6.6,0.5335,0,0.0,
181,2002-10-15,'000300,沪深300,1238.97,1238.97,1238.97,1238.97,1243.74,-4.77,-0.3835,0,0.0,
182,2002-10-16,'000300,沪深300,1247.72,1247.72,1247.72,1247.72,1238.97,8.75,0.7062,0,0.0,
183,2002-10-17,'000300,沪深300,1228.26,1228.26,1228.26,1228.26,1247.72,-19.46,-1.5596,0,0.0,
184,2002-10-18,'000300,沪深300,1233.67,1233.67,1233.67,1233.67,1228.26,5.41,0.4405,0,0.0,
185,2002-10-21,'000300,沪深300,1237.36,1237.36,1237.36,1237.36,1233.67,3.69,0.2991,0,0.0,
186,2002-10-22,'000300,沪深300,1254.74,1254.74,1254.74,1254.74,1237.36,17.38,1.4046,0,0.0,
187,2002-10-23,'000300,沪深300,1255.64,1255.64,1255.64,1255.64,1254.74,0.9,0.0717,0,0.0,
188,2002-10-24,'000300,沪深300,1244.56,1244.56,1244.56,1244.56,1255.64,-11.08,-0.8824,0,0.0,
189,2002-10-25,'000300,沪深300,1233.58,1233.58,1233.58,1233.58,1244.56,-10.98,-0.8822,0,0.0,
190,2002-10-28,'000300,沪深300,1219.43,1219.43,1219.43,1219.43,1233.58,-14.15,-1.1471,0,0.0,
191,2002-10-29,'000300,沪深300,1226.78,1226.78,1226.78,1226.78,1219.43,7.35,0.6027,0,0.0,
192,2002-10-30,'000300,沪深300,1225.94,1225.94,1225.94,1225.94,1226.78,-0.84,-0.0685,0,0.0,
193,2002-10-31,'000300,沪深300,1225.34,1225.34,1225.34,1225.34,1225.94,-0.6,-0.0489,0,0.0,
194,2002-11-01,'000300,沪深300,1227.85,1227.85,1227.85,1227.85,1225.34,2.51,0.2048,0,0.0,
195,2002-11-04,'000300,沪深300,1246.8,1246.8,1246.8,1246.8,1227.85,18.95,1.5433,0,0.0,
196,2002-11-05,'000300,沪深300,1265.73,1265.73,1265.73,1265.73,1246.8,18.93,1.5183,0,0.0,
197,2002-11-06,'000300,沪深300,1260.05,1260.05,1260.05,1260.05,1265.73,-5.68,-0.4488,0,0.0,
198,2002-11-07,'000300,沪深300,1259.87,1259.87,1259.87,1259.87,1260.05,-0.18,-0.0143,0,0.0,
199,2002-11-08,'000300,沪深300,1232.94,1232.94,1232.94,1232.94,1259.87,-26.93,-2.1375,0,0.0,
200,2002-11-11,'000300,沪深300,1218.36,1218.36,1218.36,1218.36,1232.94,-14.58,-1.1825,0,0.0,
201,2002-11-12,'000300,沪深300,1200.92,1200.92,1200.92,1200.92,1218.36,-17.44,-1.4314,0,0.0,
202,2002-11-13,'000300,沪深300,1206.42,1206.42,1206.42,1206.42,1200.92,5.5,0.458,0,0.0,
203,2002-11-14,'000300,沪深300,1183.64,1183.64,1183.64,1183.64,1206.42,-22.78,-1.8882,0,0.0,
204,2002-11-15,'000300,沪深300,1186.92,1186.92,1186.92,1186.92,1183.64,3.28,0.2771,0,0.0,
205,2002-11-18,'000300,沪深300,1174.82,1174.82,1174.82,1174.82,1186.92,-12.1,-1.0194,0,0.0,
206,2002-11-19,'000300,沪深300,1182.64,1182.64,1182.64,1182.64,1174.82,7.82,0.6656,0,0.0,
207,2002-11-20,'000300,沪深300,1154.9,1154.9,1154.9,1154.9,1182.64,-27.74,-2.3456,0,0.0,
208,2002-11-21,'000300,沪深300,1125.38,1125.38,1125.38,1125.38,1154.9,-29.52,-2.5561,0,0.0,
209,2002-11-22,'000300,沪深300,1128.07,1128.07,1128.07,1128.07,1125.38,2.69,0.239,0,0.0,
210,2002-11-25,'000300,沪深300,1133.17,1133.17,1133.17,1133.17,1128.07,5.1,0.4521,0,0.0,
211,2002-11-26,'000300,沪深300,1111.05,1111.05,1111.05,1111.05,1133.17,-22.12,-1.952,0,0.0,
212,2002-11-27,'000300,沪深300,1118.96,1118.96,1118.96,1118.96,1111.05,7.91,0.7119,0,0.0,
213,2002-11-28,'000300,沪深300,1150.58,1150.58,1150.58,1150.58,1118.96,31.62,2.8258,0,0.0,
214,2002-11-29,'000300,沪深300,1164.62,1164.62,1164.62,1164.62,1150.58,14.04,1.2203,0,0.0,
215,2002-12-02,'000300,沪深300,1132.93,1132.93,1132.93,1132.93,1164.62,-31.69,-2.7211,0,0.0,
216,2002-12-03,'000300,沪深300,1144.63,1144.63,1144.63,1144.63,1132.93,11.7,1.0327,0,0.0,
217,2002-12-04,'000300,沪深300,1147.54,1147.54,1147.54,1147.54,1144.63,2.91,0.2542,0,0.0,
218,2002-12-05,'000300,沪深300,1139.75,1139.75,1139.75,1139.75,1147.54,-7.79,-0.6788,0,0.0,
219,2002-12-06,'000300,沪深300,1139.8,1139.8,1139.8,1139.8,1139.75,0.05,0.0044,0,0.0,
220,2002-12-09,'000300,沪深300,1136.25,1136.25,1136.25,1136.25,1139.8,-3.55,-0.3115,0,0.0,
221,2002-12-10,'000300,沪深300,1122.91,1122.91,1122.91,1122.91,1136.25,-13.34,-1.174,0,0.0,
222,2002-12-11,'000300,沪深300,1117.44,1117.44,1117.44,1117.44,1122.91,-5.47,-0.4871,0,0.0,
223,2002-12-12,'000300,沪深300,1122.23,1122.23,1122.23,1122.23,1117.44,4.79,0.4287,0,0.0,
224,2002-12-13,'000300,沪深300,1132.08,1132.08,1132.08,1132.08,1122.23,9.85,0.8777,0,0.0,
225,2002-12-16,'000300,沪深300,1141.52,1141.52,1141.52,1141.52,1132.08,9.44,0.8339,0,0.0,
226,2002-12-17,'000300,沪深300,1148.6,1148.6,1148.6,1148.6,1141.52,7.08,0.6202,0,0.0,
227,2002-12-18,'000300,沪深300,1143.94,1143.94,1143.94,1143.94,1148.6,-4.66,-0.4057,0,0.0,
228,2002-12-19,'000300,沪深300,1145.07,1145.07,1145.07,1145.07,1143.94,1.13,0.0988,0,0.0,
229,2002-12-20,'000300,沪深300,1157.34,1157.34,1157.34,1157.34,1145.07,12.27,1.0716,0,0.0,
230,2002-12-23,'000300,沪深300,1159.43,1159.43,1159.43,1159.43,1157.34,2.09,0.1806,0,0.0,
231,2002-12-24,'000300,沪深300,1159.06,1159.06,1159.06,1159.06,1159.43,-0.37,-0.0319,0,0.0,
