This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201803 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios
minus the average of the returns on two low prior return portfolios.  The portfolios
are constructed daily.  Big means a firm is above the median market cap on the NYSE
at the end of the previous day; small firms are below the median NYSE market cap.
Prior return is measured from day - 250 to - 21.  Firms in the low prior return
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above
the 70th NYSE percentile.

Missing data are indicated by -99.99 or -999.

,Mom   
20110915,  -0.60
20110916,   0.58
20110919,   1.87
20110920,   0.31
20110921,   1.06
20110922,   0.31
20110923,  -0.89
20110926,  -1.09
20110927,   0.08
20110928,   0.36
20110929,  -1.81
20110930,   0.69
20111003,   1.12
20111004,  -1.56
20111005,  -0.43
20111006,  -1.06
20111007,   1.78
20111010,  -0.52
20111011,  -0.32
20111012,  -1.32
20111013,   0.90
20111014,   0.17
20111017,   0.89
20111018,  -2.06
20111019,   0.45
20111020,  -0.45
20111021,  -0.48
20111024,  -1.35
20111025,   1.00
20111026,  -0.69
20111027,  -2.64
20111028,  -0.43
20111031,   2.24
20111101,   1.73
20111102,  -0.88
20111103,  -0.31
20111104,  -0.10
20111107,  -0.11
20111108,  -0.43
20111109,   1.82
20111110,  -0.08
20111111,  -0.42
20111114,   0.84
20111115,   0.39
20111116,   0.29
20111117,   1.21
20111118,  -0.06
20111121,   0.92
20111122,   0.93
20111123,   0.74
20111125,  -0.04
20111128,  -0.39
20111129,   0.52
20111130,  -1.88
20111201,   0.27
20111202,  -0.54
20111205,  -0.96
20111206,   0.08
20111207,  -0.43
20111208,   1.75
20111209,  -0.65
20111212,   1.03
20111213,   1.14
20111214,   0.20
20111215,   0.31
20111216,   0.34
20111219,   1.81
20111220,  -1.21
20111221,  -0.09
20111222,  -1.80
20111223,   0.38
20111227,   1.02
20111228,   0.88
20111229,  -0.65
20111230,  -0.66
20120103,  -2.61
20120104,   0.12
20120105,  -0.58
20120106,  -0.06
20120109,  -0.34
20120110,  -1.13
20120111,  -1.29
20120112,  -0.55
20120113,   1.05
20120117,   0.77
20120118,  -1.72
20120119,  -1.13
20120120,  -0.60
20120123,  -0.45
20120124,  -0.30
20120125,  -0.07
20120126,   0.26
20120127,  -0.61
20120130,   0.74
20120131,   0.25
20120201,  -0.79
20120202,  -0.52
20120203,  -1.47
20120206,  -0.28
20120207,   0.31
20120208,  -0.44
20120209,   0.25
20120210,   1.00
20120213,   0.22
20120214,   0.62
20120215,  -0.45
20120216,  -0.97
20120217,  -0.14
20120221,   0.20
20120222,   0.57
20120223,  -0.17
20120224,   0.16
20120227,   0.10
20120228,   0.23
20120229,   0.68
20120301,  -0.31
20120302,   0.35
20120305,   1.25
20120306,   1.11
20120307,  -0.46
20120308,  -0.14
20120309,  -0.39
20120312,   0.79
20120313,  -1.22
20120314,   0.39
20120315,  -1.17
20120316,  -0.90
20120319,   0.14
20120320,   0.13
20120321,   0.30
20120322,   1.25
20120323,  -0.52
20120326,   0.06
20120327,   0.50
20120328,   0.52
20120329,   0.11
20120330,  -0.17
20120402,  -0.02
20120403,   1.00
20120404,   0.85
20120405,   0.94
20120409,   0.71
20120410,   0.18
20120411,  -0.34
20120412,  -1.40
20120413,   1.37
20120416,   0.00
20120417,  -0.44
20120418,   0.58
20120419,  -0.53
20120420,   1.08
20120423,   0.09
20120424,  -0.60
20120425,   0.42
20120426,   0.01
20120427,   0.38
20120430,  -0.24
20120501,  -0.57
20120502,   1.17
20120503,   0.93
20120504,   0.26
20120507,  -0.01
20120508,   0.19
20120509,   0.10
20120510,   0.80
20120511,   0.56
20120514,   0.28
20120515,   1.17
20120516,   0.89
20120517,  -0.12
20120518,   0.61
20120521,  -0.65
20120522,   0.45
20120523,  -0.43
20120524,   0.76
20120525,  -0.54
20120529,  -0.81
20120530,   1.23
20120531,   0.19
20120601,  -0.01
20120604,   0.44
20120605,  -0.98
20120606,  -1.00
20120607,   0.41
20120608,   0.37
20120611,   0.97
20120612,  -0.38
20120613,   0.31
20120614,   0.04
20120615,  -0.79
20120618,   0.78
20120619,  -1.12
20120620,  -0.41
20120621,   1.29
20120622,  -0.18
20120625,   1.13
20120626,   0.37
20120627,  -0.95
20120628,  -0.55
20120629,  -1.16
20120702,   0.83
20120703,  -1.31
20120705,   0.65
20120706,   1.12
20120709,   1.09
20120710,   0.97
20120711,  -0.49
20120712,   0.89
20120713,  -0.28
20120716,   0.29
20120717,  -0.18
20120718,  -0.35
20120719,  -0.38
20120720,   0.26
20120723,   0.50
20120724,   0.95
20120725,  -0.13
20120726,  -0.67
20120727,  -0.96
20120730,   0.04
20120731,  -0.05
20120801,  -0.06
20120802,   1.20
20120803,  -0.74
20120806,  -0.89
20120807,  -1.40
20120808,  -0.15
20120809,  -0.81
20120810,  -0.29
20120813,   0.48
20120814,   0.74
20120815,  -0.18
20120816,  -0.61
20120817,   0.08
20120820,  -0.15
20120821,  -0.57
20120822,   0.38
20120823,   0.47
20120824,   0.22
20120827,   0.59
20120828,   0.08
20120829,   0.08
20120830,   0.42
20120831,  -0.44
20120904,   0.76
20120905,  -0.42
20120906,  -0.63
20120907,  -1.37
20120910,  -0.14
20120911,  -0.63
20120912,  -0.05
20120913,  -0.30
20120914,  -1.17
20120917,   0.82
20120918,   0.18
20120919,   0.42
20120920,   0.19
20120921,   0.25
20120924,   0.18
20120925,   0.62
20120926,  -0.36
20120927,   0.37
20120928,  -0.08
20121001,  -0.11
20121002,   0.09
20121003,   1.20
20121004,  -0.30
20121005,   0.18
20121008,  -0.44
20121009,  -0.42
20121010,   0.50
20121011,  -0.85
20121012,   0.11
20121015,   0.20
20121016,  -0.27
20121017,   0.18
20121018,  -0.28
20121019,   0.27
20121022,   0.09
20121023,  -0.25
20121024,   0.97
20121025,  -0.61
20121026,   0.00
20121031,  -0.16
20121101,  -0.83
20121102,   0.04
20121105,  -0.12
20121106,  -0.46
20121107,   0.57
20121108,   0.07
20121109,   0.29
20121112,   0.00
20121113,   0.58
20121114,  -0.53
20121115,  -0.54
20121116,   0.84
20121119,   0.19
20121120,   0.84
20121121,  -0.20
20121123,  -0.22
20121126,   0.10
20121127,  -0.27
20121128,  -0.26
20121129,   0.05
20121130,   0.06
20121203,   0.07
20121204,  -0.52
20121205,  -0.89
20121206,  -0.05
20121207,  -0.29
20121210,  -0.36
20121211,  -0.27
20121212,  -0.19
20121213,  -0.21
20121214,  -0.44
20121217,   0.76
20121218,  -0.42
20121219,  -0.08
20121220,   0.21
20121221,  -0.25
20121224,   0.39
20121226,  -0.41
20121227,   0.28
20121228,   0.33
20121231,   0.24
20130102,   0.21
20130103,  -0.44
20130104,  -0.35
20130107,   0.16
20130108,   0.85
20130109,   0.08
20130110,  -0.20
20130111,  -0.18
20130114,  -0.26
20130115,  -0.33
20130116,   0.19
20130117,  -0.20
20130118,   0.04
20130122,  -0.21
20130123,   0.48
20130124,  -0.82
20130125,  -0.16
20130128,  -0.32
20130129,   0.10
20130130,   0.14
20130131,  -0.36
20130201,   0.35
20130204,  -0.02
20130205,   0.12
20130206,  -0.31
20130207,  -0.15
20130208,  -0.16
20130211,  -0.03
20130212,  -0.01
20130213,   0.17
20130214,  -0.07
20130215,   0.47
20130219,  -0.02
20130220,   0.05
20130221,  -0.07
20130222,   0.20
20130225,  -0.11
20130226,   0.40
20130227,   0.50
20130228,   0.30
20130301,   0.98
20130304,   1.23
20130305,   0.11
20130306,  -0.25
20130307,  -0.39
20130308,  -0.02
20130311,  -0.24
20130312,  -0.23
20130313,   0.09
20130314,  -0.45
20130315,  -0.60
20130318,  -0.01
20130319,   0.35
20130320,   0.41
20130321,   0.07
20130322,   0.20
20130325,  -0.02
20130326,   0.43
20130327,   0.15
20130328,   0.50
20130401,   0.35
20130402,   0.33
20130403,  -0.63
20130404,   0.16
20130405,   0.15
20130408,   0.27
20130409,  -0.39
20130410,  -0.03
20130411,   0.48
20130412,   0.24
20130415,  -0.23
20130416,   0.76
20130417,   0.31
20130418,  -0.24
20130419,   1.26
20130422,  -0.05
20130423,   0.10
20130424,  -0.89
20130425,  -0.25
20130426,  -0.07
20130429,  -0.59
20130430,  -0.79
20130501,  -0.05
20130502,   0.39
20130503,  -0.36
20130506,  -0.06
20130507,   0.18
20130508,  -0.61
20130509,   0.03
20130510,   0.14
20130513,   0.39
20130514,   0.46
20130515,   0.49
20130516,  -0.79
20130517,  -0.07
20130520,  -1.00
20130521,  -0.01
20130522,   0.09
20130523,   0.10
20130524,   0.16
20130528,   0.45
20130529,  -0.60
20130530,   0.17
20130531,  -0.30
20130603,  -0.33
20130604,  -0.44
20130605,  -0.54
20130606,   0.84
20130607,   0.57
20130610,   0.13
20130611,  -0.28
20130612,  -0.37
20130613,   0.51
20130614,   0.23
20130617,   0.28
20130618,   0.15
20130619,   0.08
20130620,  -0.68
20130621,  -0.63
20130624,  -0.40
20130625,   0.52
20130626,   0.66
20130627,   0.48
20130628,  -0.42
20130701,   0.48
20130702,  -0.07
20130703,   0.04
20130705,   0.58
20130708,   0.21
20130709,   0.14
20130710,  -0.33
20130711,   0.10
20130712,   0.49
20130715,  -0.13
20130716,  -0.59
20130717,   0.35
20130718,   0.18
20130719,   0.06
20130722,   0.15
20130723,  -0.29
20130724,   0.07
20130725,  -0.01
20130726,   0.03
20130729,  -0.43
20130730,   0.10
20130731,   0.61
20130801,   0.63
20130802,   0.47
20130805,  -0.10
20130806,  -0.41
20130807,  -0.41
20130808,   0.08
20130809,   0.10
20130812,  -0.20
20130813,  -0.01
20130814,  -0.29
20130815,  -0.88
20130816,   0.42
20130819,  -0.18
20130820,   0.48
20130821,   0.26
20130822,   0.37
20130823,  -0.33
20130826,   0.12
20130827,  -0.95
20130828,   0.32
20130829,   0.76
20130830,  -0.45
20130903,   0.96
20130904,   0.48
20130905,   0.06
20130906,  -0.22
20130909,  -0.03
20130910,   0.71
20130911,  -0.01
20130912,   0.06
20130913,  -0.03
20130916,   0.28
20130917,   0.11
20130918,  -0.47
20130919,   0.08
20130920,   0.32
20130923,  -0.57
20130924,   0.60
20130925,   0.24
20130926,   0.34
20130927,   0.33
20130930,   0.26
20131001,   0.47
20131002,  -0.12
20131003,  -0.11
20131004,   0.51
20131007,  -0.77
20131008,  -1.08
20131009,  -0.23
20131010,   1.20
20131011,   0.24
20131014,   0.27
20131015,   0.07
20131016,   0.62
20131017,   0.24
20131018,   0.32
20131021,  -0.16
20131022,  -0.38
20131023,  -0.55
20131024,   0.15
20131025,  -0.24
20131028,  -0.59
20131029,   0.27
20131030,  -0.44
20131031,   0.36
20131101,  -0.06
20131104,   0.04
20131105,   0.61
20131106,  -1.30
20131107,  -1.18
20131108,   1.26
20131111,   0.25
20131112,  -0.09
20131113,   0.63
20131114,  -0.07
20131115,  -0.05
20131118,  -0.91
20131119,  -0.51
20131120,   0.07
20131121,   0.91
20131122,   0.49
20131125,  -0.36
20131126,   0.61
20131127,  -0.19
20131129,  -0.20
20131202,   0.26
20131203,  -0.62
20131204,   0.05
20131205,   0.28
20131206,   0.25
20131209,  -0.29
20131210,   0.16
20131211,  -0.46
20131212,   0.60
20131213,   0.42
20131216,   0.00
20131217,  -0.07
20131218,   0.17
20131219,  -0.13
20131220,   0.39
20131223,  -0.13
20131224,  -0.19
20131226,   0.20
20131227,  -0.84
20131230,  -0.06
20131231,   0.05
20140102,  -0.07
20140103,   0.23
20140106,  -0.11
20140107,   0.55
20140108,   0.64
20140109,   0.79
20140110,  -0.17
20140113,  -0.52
20140114,   0.55
20140115,  -0.30
20140116,  -0.05
20140117,  -0.01
20140121,  -0.05
20140122,   0.29
20140123,  -0.51
20140124,  -1.00
20140127,  -0.56
20140128,   0.85
20140129,  -0.53
20140130,   1.24
20140131,   0.11
20140203,  -0.84
20140204,   0.44
20140205,  -0.11
20140206,   0.11
20140207,   0.61
20140210,  -0.07
20140211,   0.04
20140212,   0.25
20140213,   0.37
20140214,  -0.29
20140218,   0.76
20140219,  -0.33
20140220,   0.49
20140221,   0.25
20140224,   0.40
20140225,   0.14
20140226,  -0.08
20140227,   0.07
20140228,  -0.30
20140303,  -0.06
20140304,   0.82
20140305,   0.33
20140306,  -0.51
20140307,  -0.20
20140310,   0.01
20140311,  -0.09
20140312,  -0.05
20140313,  -0.32
20140314,  -0.14
20140317,   0.25
20140318,   0.51
20140319,  -0.12
20140320,  -0.19
20140321,  -1.14
20140324,  -1.02
20140325,  -0.24
20140326,  -0.86
20140327,  -0.45
20140328,  -0.47
20140331,   0.71
20140401,   1.00
20140402,  -0.10
20140403,  -1.06
20140404,  -1.70
20140407,  -1.04
20140408,  -0.10
20140409,   1.39
20140410,  -1.88
20140411,  -0.54
20140414,  -0.19
20140415,   0.01
20140416,   0.97
20140417,   0.27
20140421,   0.18
20140422,   0.71
20140423,  -0.30
20140424,  -0.53
20140425,  -1.29
20140428,  -1.12
20140429,   0.70
20140430,   0.55
20140501,   0.09
20140502,   0.12
20140505,   0.42
20140506,  -0.43
20140507,  -0.17
20140508,  -0.62
20140509,  -0.18
20140512,   0.90
20140513,  -0.16
20140514,  -0.43
20140515,  -0.28
20140516,  -0.18
20140519,   0.70
20140520,   0.08
20140521,   0.42
20140522,   0.07
20140523,   0.42
20140527,   0.49
20140528,   0.20
20140529,   0.26
20140530,  -0.03
20140602,   0.25
20140603,   0.20
20140604,   0.35
20140605,  -0.13
20140606,  -0.22
20140609,  -0.42
20140610,  -0.14
20140611,   0.22
20140612,  -0.27
20140613,  -0.08
20140616,   0.10
20140617,  -0.05
20140618,   0.09
20140619,   0.11
20140620,   0.36
20140623,  -0.16
20140624,  -0.45
20140625,   0.40
20140626,   0.22
20140627,  -0.16
20140630,   0.12
20140701,   0.22
20140702,  -0.07
20140703,   0.02
20140707,  -0.16
20140708,  -0.24
20140709,   0.31
20140710,   0.00
20140711,   0.11
20140714,   0.38
20140715,  -0.49
20140716,  -0.14
20140717,  -0.55
20140718,   0.52
20140721,   0.24
20140722,   0.28
20140723,  -0.20
20140724,  -0.14
20140725,  -0.23
20140728,  -0.23
20140729,  -0.23
20140730,  -0.14
20140731,  -0.68
20140801,   0.31
20140804,   0.55
20140805,  -0.33
20140806,  -0.56
20140807,   0.10
20140808,   0.07
20140811,   0.00
20140812,  -0.05
20140813,   0.80
20140814,  -0.32
20140815,   0.38
20140818,   0.14
20140819,  -0.03
20140820,   0.03
20140821,  -0.39
20140822,   0.09
20140825,   0.28
20140826,  -0.23
20140827,   0.06
20140828,   0.05
20140829,   0.06
20140902,   0.29
20140903,  -0.14
20140904,  -0.35
20140905,   0.29
20140908,   0.16
20140909,   0.16
20140910,  -0.01
20140911,  -0.11
20140912,  -0.40
20140915,  -0.11
20140916,   0.67
20140917,   0.08
20140918,   0.06
20140919,   0.01
20140922,  -0.05
20140923,   0.26
20140924,   0.17
20140925,  -0.22
20140926,   0.58
20140929,   0.13
20140930,  -0.16
20141001,  -0.35
20141002,  -0.26
20141003,   0.49
20141006,  -0.34
20141007,   0.10
20141008,   0.28
20141009,   0.04
20141010,  -0.41
20141013,  -0.96
20141014,  -0.82
20141015,  -0.69
20141016,  -0.30
20141017,   1.06
20141020,   0.04
20141021,   0.26
20141022,   0.76
20141023,   0.09
20141024,   1.08
20141027,   0.34
20141028,  -0.29
20141029,   0.28
20141030,   0.00
20141031,  -0.02
20141103,   0.34
20141104,   0.52
20141105,  -0.21
20141106,   0.21
20141107,  -0.92
20141110,   0.62
20141111,  -0.35
20141112,  -0.20
20141113,   0.39
20141114,  -0.78
20141117,   0.59
20141118,   0.65
20141119,  -0.06
20141120,  -0.73
20141121,  -0.37
20141124,   0.12
20141125,   0.49
20141126,   0.95
20141128,   1.22
20141201,   0.32
20141202,   0.79
20141203,  -0.21
20141204,   0.92
20141205,   0.41
20141208,   1.12
20141209,  -0.39
20141210,   0.66
20141211,   0.20
20141212,   0.05
20141215,   0.16
20141216,  -0.60
20141217,  -0.66
20141218,   0.26
20141219,  -1.02
20141222,   0.21
20141223,  -0.93
20141224,   0.74
20141226,   0.08
20141229,  -0.19
20141230,  -0.07
20141231,  -0.48
20150102,  -0.09
20150105,   1.19
20150106,   0.48
20150107,   0.92
20150108,   0.13
20150109,   0.04
20150112,   0.91
20150113,   0.32
20150114,   0.07
20150115,   0.76
20150116,  -0.25
20150120,   0.73
20150121,  -1.00
20150122,   0.33
20150123,   0.11
20150126,  -0.85
20150127,  -0.43
20150128,   1.22
20150129,   0.63
20150130,  -2.65
20150202,  -0.80
20150203,  -1.22
20150204,   0.78
20150205,  -0.71
20150206,  -0.80
20150209,  -0.68
20150210,   1.21
20150211,   0.48
20150212,  -0.46
20150213,  -1.34
20150217,   0.01
20150218,   0.65
20150219,  -0.55
20150220,   0.57
20150223,   0.95
20150224,  -0.04
20150225,  -1.01
20150226,   0.32
20150227,  -0.21
20150302,   0.35
20150303,  -0.40
20150304,   0.04
20150305,  -0.02
20150306,   0.12
20150309,   0.82
20150310,   0.47
20150311,  -0.03
20150312,   0.67
20150313,   0.75
20150316,   0.63
20150317,   0.21
20150318,  -0.86
20150319,   0.95
20150320,  -0.39
20150323,  -0.51
20150324,  -0.31
20150325,  -1.22
20150326,  -0.01
20150327,   1.16
20150330,   0.20
20150331,  -0.24
20150401,  -0.16
20150402,  -0.58
20150406,  -1.31
20150407,  -0.29
20150408,   1.28
20150409,  -0.83
20150410,   0.33
20150413,   0.05
20150414,  -1.18
20150415,  -1.75
20150416,   0.58
20150417,   0.09
20150420,   0.29
20150421,   1.30
20150422,  -0.16
20150423,  -0.27
20150424,   0.39
20150427,  -1.27
20150428,  -0.75
20150429,  -1.19
20150430,  -1.17
20150501,   1.03
20150504,   0.23
20150505,  -0.42
20150506,   0.40
20150507,   0.87
20150508,   0.16
20150511,   0.58
20150512,  -0.35
20150513,  -0.09
20150514,   0.88
20150515,  -0.38
20150518,   0.74
20150519,   0.88
20150520,  -0.20
20150521,  -0.57
20150522,   0.30
20150526,   0.41
20150527,   0.81
20150528,   0.24
20150529,   0.12
20150601,   0.44
20150602,  -0.88
20150603,   0.32
20150604,   0.17
20150605,  -0.23
20150608,  -0.02
20150609,  -0.03
20150610,  -0.10
20150611,   0.45
20150612,   0.10
20150615,   0.31
20150616,   0.13
20150617,   0.16
20150618,   0.84
20150619,   0.39
20150622,   0.19
20150623,  -0.27
20150624,   0.01
20150625,   0.91
20150626,   0.01
20150629,   0.29
20150630,   0.70
20150701,   1.63
20150702,  -0.34
20150706,   1.43
20150707,  -0.39
20150708,   0.58
20150709,   0.03
20150710,   1.14
20150713,   0.00
20150714,  -0.29
20150715,   1.35
20150716,   0.76
20150717,  -0.04
20150720,   1.39
20150721,  -0.38
20150722,   1.12
20150723,  -0.15
20150724,   1.06
20150727,   0.23
20150728,  -0.90
20150729,  -1.02
20150730,   0.24
20150731,   1.24
20150803,   1.03
20150804,   0.27
20150805,   0.87
20150806,  -2.20
20150807,   1.12
20150810,  -2.11
20150811,   0.13
20150812,  -1.04
20150813,   1.38
20150814,   0.21
20150817,   0.73
20150818,   0.22
20150819,   1.24
20150820,  -0.40
20150821,  -0.12
20150824,  -0.01
20150825,   0.91
20150826,   0.46
20150827,  -2.14
20150828,  -1.62
20150831,  -1.81
20150901,   0.87
20150902,   1.04
20150903,  -0.74
20150904,   0.73
20150908,   0.90
20150909,   0.31
20150910,   0.30
20150911,   1.26
20150914,   0.48
20150915,  -0.39
20150916,  -1.75
20150917,   1.09
20150918,   1.31
20150921,  -0.12
20150922,   0.39
20150923,   2.00
20150924,  -0.56
20150925,  -0.57
20150928,  -0.27
20150929,  -0.39
20150930,   0.37
20151001,   0.65
20151002,  -2.20
20151005,  -2.04
20151006,  -3.13
20151007,  -0.36
20151008,  -1.57
20151009,   0.42
20151012,   1.88
20151013,  -0.21
20151014,  -0.75
20151015,   0.64
20151016,   0.80
20151019,   1.34
20151020,  -1.07
20151021,   0.42
20151022,  -0.76
20151023,   1.00
20151026,   1.78
20151027,   1.71
20151028,  -0.71
20151029,  -0.47
20151030,  -1.06
20151102,  -1.01
20151103,  -1.57
20151104,   0.70
20151105,   1.08
20151106,   0.34
20151109,   0.31
20151110,   0.92
20151111,   1.40
20151112,   0.68
20151113,  -0.66
20151116,  -1.04
20151117,   0.87
